
		########################################
		#    ADC to memory transfer via DMA.   #
		########################################

Buffer 1:
========

 Index 	  Address         Value(h)        Value(d)     voltage (mV)
   1446	 0x2000075c       0x000077b8        30648           1543
   1447	 0x20000760       0x00006b4d        27469           1383
   1448	 0x20000764       0x000079f5        31221           1572
   1449	 0x20000768       0x00006537        25911           1304
   1450	 0x2000076c       0x00006d58        27992           1409
   1451	 0x20000770       0x00007575        30069           1514
   1452	 0x20000774       0x00007820        30752           1548
   1453	 0x20000778       0x000069b8        27064           1362
   1454	 0x2000077c       0x000058ed        22765           1146
   1455	 0x20000780       0x00004e60        20064           1010
   1456	 0x20000784       0x000058b8        22712           1143
   1457	 0x20000788       0x00004d18        19736           993
   1458	 0x2000078c       0x00005939        22841           1150
   1459	 0x20000790       0x00004e0d        19981           1006
   1460	 0x20000794       0x000057b4        22452           1130
   1461	 0x20000798       0x00005428        21544           1084
   1462	 0x2000079c       0x00006260        25184           1268
   1463	 0x200007a0       0x00005020        20512           1032
   1464	 0x200007a4       0x00004cdc        19676           990
   1465	 0x200007a8       0x00005a34        23092           1162
   1466	 0x200007ac       0x00004c0b        19467           980
   1467	 0x200007b0       0x00005c0d        23565           1186
   1468	 0x200007b4       0x00006a4c        27212           1370
   1469	 0x200007b8       0x000059c9        22985           1157
   1470	 0x200007bc       0x00004bd8        19416           977
   1471	 0x200007c0       0x00005e1f        24095           1213
   1472	 0x200007c4       0x00006398        25496           1283
   1473	 0x200007c8       0x000071ab        29099           1465
   1474	 0x200007cc       0x000061b8        25016           1259
   1475	 0x200007d0       0x000051d4        20948           1054
   1476	 0x200007d4       0x0000441a        17434           877
   1477	 0x200007d8       0x000057b8        22456           1130
   1478	 0x200007dc       0x00005239        21049           1059
   1479	 0x200007e0       0x000045b9        17849           898
   1480	 0x200007e4       0x00005131        20785           1046
   1481	 0x200007e8       0x00004623        17955           904
   1482	 0x200007ec       0x000051d7        20951           1054
   1483	 0x200007f0       0x000045cc        17868           899
   1484	 0x200007f4       0x000052b8        21176           1066
   1485	 0x200007f8       0x000065f3        26099           1314
   1486	 0x200007fc       0x00006ae8        27368           1378
   1487	 0x20000800       0x00007bb0        31664           1594
   1488	 0x20000804       0x000085b8        34232           1723
   1489	 0x20000808       0x000084ea        34026           1713
   1490	 0x2000080c       0x00008602        34306           1727
   1491	 0x20000810       0x00007bf8        31736           1598
   1492	 0x20000814       0x000086a0        34464           1735
   1493	 0x20000818       0x00007add        31453           1583
   1494	 0x2000081c       0x0000869c        34460           1735
   1495	 0x20000820       0x00007b83        31619           1592
   1496	 0x20000824       0x00008658        34392           1731
   1497	 0x20000828       0x00007cb4        31924           1607
   1498	 0x2000082c       0x00008199        33177           1670
   1499	 0x20000830       0x000069b8        27064           1362
   1500	 0x20000834       0x000059e0        23008           1158
   1501	 0x20000838       0x00004c38        19512           982
   1502	 0x2000083c       0x00005e28        24104           1213
   1503	 0x20000840       0x0000641c        25628           1290
   1504	 0x20000844       0x00006f40        28480           1434
   1505	 0x20000848       0x00006823        26659           1342
   1506	 0x2000084c       0x00005f89        24457           1231
   1507	 0x20000850       0x0000588e        22670           1141
   1508	 0x20000854       0x00005188        20872           1050
   1509	 0x20000858       0x000044cf        17615           886
   1510	 0x2000085c       0x00005722        22306           1123
   1511	 0x20000860       0x00005505        21765           1095
   1512	 0x20000864       0x00005f88        24456           1231
   1513	 0x20000868       0x000059a2        22946           1155
   1514	 0x2000086c       0x00004b22        19234           968
   1515	 0x20000870       0x00006168        24936           1255
   1516	 0x20000874       0x0000542e        21550           1085
   1517	 0x20000878       0x000062c8        25288           1273
   1518	 0x2000087c       0x00007450        29776           1499
   1519	 0x20000880       0x00007bb8        31672           1594
   1520	 0x20000884       0x000086f7        34551           1739
   1521	 0x20000888       0x00007a88        31368           1579
   1522	 0x2000088c       0x000086eb        34539           1739
   1523	 0x20000890       0x00007a78        31352           1578
   1524	 0x20000894       0x0000886a        34922           1758
   1525	 0x20000898       0x00007668        30312           1526
   1526	 0x2000089c       0x00006fd0        28624           1441
   1527	 0x200008a0       0x0000642f        25647           1291
   1528	 0x200008a4       0x00007201        29185           1469
   1529	 0x200008a8       0x00005f9b        24475           1232
   1530	 0x200008ac       0x000058c3        22723           1144
   1531	 0x200008b0       0x00004fc0        20416           1028
   1532	 0x200008b4       0x00004a46        19014           957
   1533	 0x200008b8       0x00003f27        16167           814
   1534	 0x200008bc       0x00004143        16707           841
   1535	 0x200008c0       0x00003959        14681           739
   1536	 0x200008c4       0x00003320        13088           659
   1537	 0x200008c8       0x00002778        10104           508
   1538	 0x200008cc       0x00002c70        11376           572
   1539	 0x200008d0       0x00004290        17040           858
   1540	 0x200008d4       0x0000355c        13660           687
   1541	 0x200008d8       0x0000454e        17742           893
   1542	 0x200008dc       0x000052b8        21176           1066
   1543	 0x200008e0       0x00006707        26375           1328
   1544	 0x200008e4       0x000062c2        25282           1273
   1545	 0x200008e8       0x00007338        29496           1485
   1546	 0x200008ec       0x00008055        32853           1654
   1547	 0x200008f0       0x00006f0c        28428           1431
   1548	 0x200008f4       0x00006800        26624           1340
   1549	 0x200008f8       0x00005f6d        24429           1230
   1550	 0x200008fc       0x000058a2        22690           1142
   1551	 0x20000900       0x00004f82        20354           1024
   1552	 0x20000904       0x00004da8        19880           1001
   1553	 0x20000908       0x00005850        22608           1138
   1554	 0x2000090c       0x00005178        20856           1050
   1555	 0x20000910       0x00004524        17700           891
   1556	 0x20000914       0x000053cc        21452           1080
   1557	 0x20000918       0x000065d0        26064           1312
   1558	 0x2000091c       0x00006acb        27339           1376
   1559	 0x20000920       0x00007aeb        31467           1584
   1560	 0x20000924       0x00008745        34629           1743
   1561	 0x20000928       0x00007958        31064           1564
   1562	 0x2000092c       0x000068d8        26840           1351
   1563	 0x20000930       0x00005a33        23091           1162
   1564	 0x20000934       0x00004afd        19197           966
   1565	 0x20000938       0x00005ffe        24574           1237
   1566	 0x2000093c       0x00005880        22656           1140
   1567	 0x20000940       0x00005219        21017           1058
   1568	 0x20000944       0x00004398        17304           871
   1569	 0x20000948       0x0000583c        22588           1137
   1570	 0x2000094c       0x00005199        20889           1051
   1571	 0x20000950       0x00004658        18008           906
   1572	 0x20000954       0x00005118        20760           1045
   1573	 0x20000958       0x000045e8        17896           901
