
		########################################
		#    ADC to memory transfer via DMA.   #
		########################################

Buffer 1:
========

 Index 	  Address         Value(h)        Value(d)     voltage (mV)
   530	 0x1ffff908       0x000079c0        31168           1569
   531	 0x1ffff90c       0x0000665b        26203           1319
   532	 0x1ffff910       0x00006308        25352           1276
   533	 0x1ffff914       0x000073bd        29629           1491
   534	 0x1ffff918       0x00008000        32768           1650
   535	 0x1ffff91c       0x00006d34        27956           1407
   536	 0x1ffff920       0x000074ff        29951           1508
   537	 0x1ffff924       0x00007ba7        31655           1593
   538	 0x1ffff928       0x0000866c        34412           1732
   539	 0x1ffff92c       0x00007b01        31489           1585
   540	 0x1ffff930       0x000086a7        34471           1735
   541	 0x1ffff934       0x00007c5f        31839           1603
   542	 0x1ffff938       0x0000838c        33676           1695
   543	 0x1ffff93c       0x00008a71        35441           1784
   544	 0x1ffff940       0x000093de        37854           1906
   545	 0x1ffff944       0x00009559        38233           1925
   546	 0x1ffff948       0x000092e7        37607           1893
   547	 0x1ffff94c       0x00009ba0        39840           2006
   548	 0x1ffff950       0x00009bb0        39856           2006
   549	 0x1ffff954       0x00009ceb        40171           2022
   550	 0x1ffff958       0x00009a58        39512           1989
   551	 0x1ffff95c       0x0000a218        41496           2089
   552	 0x1ffff960       0x0000a9d8        43480           2189
   553	 0x1ffff964       0x0000ae70        44656           2248
   554	 0x1ffff968       0x00009c57        40023           2015
   555	 0x1ffff96c       0x00009cb8        40120           2020
   556	 0x1ffff970       0x000099d0        39376           1982
   557	 0x1ffff974       0x0000a398        41880           2108
   558	 0x1ffff978       0x0000a226        41510           2090
   559	 0x1ffff97c       0x0000aa18        43544           2192
   560	 0x1ffff980       0x0000b097        45207           2276
   561	 0x1ffff984       0x00009478        38008           1913
   562	 0x1ffff988       0x00009548        38216           1924
   563	 0x1ffff98c       0x000091e0        37344           1880
   564	 0x1ffff990       0x00009c4f        40015           2014
   565	 0x1ffff994       0x00009db8        40376           2033
   566	 0x1ffff998       0x00008f88        36744           1850
   567	 0x1ffff99c       0x00007f10        32528           1637
   568	 0x1ffff9a0       0x0000732b        29483           1484
   569	 0x1ffff9a4       0x00008120        33056           1664
   570	 0x1ffff9a8       0x00006d79        28025           1411
   571	 0x1ffff9ac       0x00007197        29079           1464
   572	 0x1ffff9b0       0x00006090        24720           1244
   573	 0x1ffff9b4       0x000055cb        21963           1105
   574	 0x1ffff9b8       0x00005ed3        24275           1222
   575	 0x1ffff9bc       0x00005c96        23702           1193
   576	 0x1ffff9c0       0x0000683c        26684           1343
   577	 0x1ffff9c4       0x00005f1c        24348           1226
   578	 0x1ffff9c8       0x00005b60        23392           1177
   579	 0x1ffff9cc       0x00006c18        27672           1393
   580	 0x1ffff9d0       0x00007838        30776           1549
   581	 0x1ffff9d4       0x000068c1        26817           1350
   582	 0x1ffff9d8       0x00005b55        23381           1177
   583	 0x1ffff9dc       0x00006ec6        28358           1427
   584	 0x1ffff9e0       0x000067b8        26552           1336
   585	 0x1ffff9e4       0x00005f38        24376           1227
   586	 0x1ffff9e8       0x00005a49        23113           1163
   587	 0x1ffff9ec       0x00004aef        19183           965
   588	 0x1ffff9f0       0x000061a4        24996           1258
   589	 0x1ffff9f4       0x00005148        20808           1047
   590	 0x1ffff9f8       0x00004738        18232           918
   591	 0x1ffff9fc       0x00004719        18201           916
   592	 0x1ffffa00       0x000046d8        18136           913
   593	 0x1ffffa04       0x000047e1        18401           926
   594	 0x1ffffa08       0x00004370        17264           869
   595	 0x1ffffa0c       0x00005947        22855           1150
   596	 0x1ffffa10       0x00004f58        20312           1022
   597	 0x1ffffa14       0x00004bb2        19378           975
   598	 0x1ffffa18       0x00005efc        24316           1224
   599	 0x1ffffa1c       0x000059b8        22968           1156
   600	 0x1ffffa20       0x00004bc8        19400           976
   601	 0x1ffffa24       0x0000609d        24733           1245
   602	 0x1ffffa28       0x0000542c        21548           1085
   603	 0x1ffffa2c       0x000063ba        25530           1285
   604	 0x1ffffa30       0x000071e8        29160           1468
   605	 0x1ffffa34       0x00005f40        24384           1227
   606	 0x1ffffa38       0x00005b73        23411           1178
   607	 0x1ffffa3c       0x00006b38        27448           1382
   608	 0x1ffffa40       0x00007a18        31256           1573
   609	 0x1ffffa44       0x000089bd        35261           1775
   610	 0x1ffffa48       0x000071e7        29159           1468
   611	 0x1ffffa4c       0x00006088        24712           1244
   612	 0x1ffffa50       0x00005450        21584           1086
   613	 0x1ffffa54       0x000063b4        25524           1285
   614	 0x1ffffa58       0x00007318        29464           1483
   615	 0x1ffffa5c       0x00008008        32776           1650
   616	 0x1ffffa60       0x00006f18        28440           1432
   617	 0x1ffffa64       0x00006770        26480           1333
   618	 0x1ffffa68       0x00006064        24676           1242
   619	 0x1ffffa6c       0x00005860        22624           1139
   620	 0x1ffffa70       0x00005018        20504           1032
   621	 0x1ffffa74       0x00004ac9        19145           964
   622	 0x1ffffa78       0x00003cc0        15552           783
   623	 0x1ffffa7c       0x00004ef8        20216           1017
   624	 0x1ffffa80       0x00004ed3        20179           1016
   625	 0x1ffffa84       0x00004ce1        19681           991
   626	 0x1ffffa88       0x00005a88        23176           1167
   627	 0x1ffffa8c       0x00004ad8        19160           964
   628	 0x1ffffa90       0x0000601c        24604           1238
   629	 0x1ffffa94       0x00005870        22640           1140
   630	 0x1ffffa98       0x00004f78        20344           1024
   631	 0x1ffffa9c       0x00004d68        19816           997
   632	 0x1ffffaa0       0x00005a19        23065           1161
   633	 0x1ffffaa4       0x00004afb        19195           966
   634	 0x1ffffaa8       0x00005f87        24455           1231
   635	 0x1ffffaac       0x000058c0        22720           1144
   636	 0x1ffffab0       0x00004f26        20262           1020
   637	 0x1ffffab4       0x00004edc        20188           1016
   638	 0x1ffffab8       0x00004d4c        19788           996
   639	 0x1ffffabc       0x00005911        22801           1148
   640	 0x1ffffac0       0x00004db8        19896           1001
   641	 0x1ffffac4       0x000058e4        22756           1145
   642	 0x1ffffac8       0x00004f88        20360           1025
   643	 0x1ffffacc       0x00004b49        19273           970
   644	 0x1ffffad0       0x00005fd8        24536           1235
   645	 0x1ffffad4       0x000058ce        22734           1144
   646	 0x1ffffad8       0x00004e2c        20012           1007
   647	 0x1ffffadc       0x0000584c        22604           1138
   648	 0x1ffffae0       0x00004f8a        20362           1025
   649	 0x1ffffae4       0x00004dc1        19905           1002
   650	 0x1ffffae8       0x0000592d        22829           1149
   651	 0x1ffffaec       0x00004cf8        19704           992
   652	 0x1ffffaf0       0x00005a3a        23098           1163
   653	 0x1ffffaf4       0x000049e8        18920           952
   654	 0x1ffffaf8       0x00004007        16391           825
   655	 0x1ffffafc       0x00003e60        15968           804
   656	 0x1ffffb00       0x0000480b        18443           928
   657	 0x1ffffb04       0x000044a7        17575           884
   658	 0x1ffffb08       0x000055db        21979           1106
   659	 0x1ffffb0c       0x00005ff4        24564           1236
   660	 0x1ffffb10       0x00005887        22663           1141
   661	 0x1ffffb14       0x00004f9c        20380           1026
   662	 0x1ffffb18       0x00004cd8        19672           990
   663	 0x1ffffb1c       0x00005a58        23128           1164
   664	 0x1ffffb20       0x00004a7b        19067           960
   665	 0x1ffffb24       0x00003e3d        15933           802
   666	 0x1ffffb28       0x00004802        18434           928
   667	 0x1ffffb2c       0x0000459d        17821           897
   668	 0x1ffffb30       0x00005318        21272           1071
   669	 0x1ffffb34       0x00006599        26009           1309
   670	 0x1ffffb38       0x00006c4a        27722           1395
   671	 0x1ffffb3c       0x0000768f        30351           1528
   672	 0x1ffffb40       0x000070d8        28888           1454
   673	 0x1ffffb44       0x00006248        25160           1266
   674	 0x1ffffb48       0x0000501c        20508           1032
   675	 0x1ffffb4c       0x00004ba8        19368           975
   676	 0x1ffffb50       0x00005e34        24116           1214
   677	 0x1ffffb54       0x00006587        25991           1308
   678	 0x1ffffb58       0x00006c50        27728           1396
   679	 0x1ffffb5c       0x000075e8        30184           1519
   680	 0x1ffffb60       0x00007990        31120           1567
   681	 0x1ffffb64       0x000066e0        26336           1326
   682	 0x1ffffb68       0x0000611b        24859           1251
   683	 0x1ffffb6c       0x0000552b        21803           1097
   684	 0x1ffffb70       0x00005f0c        24332           1225
   685	 0x1ffffb74       0x00005b9a        23450           1180
   686	 0x1ffffb78       0x00006c54        27732           1396
   687	 0x1ffffb7c       0x0000769c        30364           1528
   688	 0x1ffffb80       0x00006f98        28568           1438
   689	 0x1ffffb84       0x00006558        25944           1306
   690	 0x1ffffb88       0x00006e62        28258           1422
   691	 0x1ffffb8c       0x00006a88        27272           1373
   692	 0x1ffffb90       0x000079b0        31152           1568
   693	 0x1ffffb94       0x00006628        26152           1316
   694	 0x1ffffb98       0x00006a88        27272           1373
   695	 0x1ffffb9c       0x00007c98        31896           1606
   696	 0x1ffffba0       0x0000829c        33436           1683
   697	 0x1ffffba4       0x00008b85        35717           1798
   698	 0x1ffffba8       0x00009230        37424           1884
   699	 0x1ffffbac       0x00009bdc        39900           2009
   700	 0x1ffffbb0       0x00009cac        40108           2019
   701	 0x1ffffbb4       0x00009b88        39816           2004
   702	 0x1ffffbb8       0x00009d88        40328           2030
   703	 0x1ffffbbc       0x0000919b        37275           1876
   704	 0x1ffffbc0       0x000079d0        31184           1570
